make;model;body;transmission;color;condition;odometer;price
12;34;1;1;1;3.5;80076;13200
27;135;2;1;11;2.5;136348;4250
22;95;2;2;13;1;90827;3300
29;187;2;1;2;2.7;75758;4600
7;12;2;1;8;1.9;101943;3800
3;165;6;1;4;2.5;83438;9000
4;115;1;1;3;2.3;96738;12200
23;108;6;1;2;2.7;84146;8300
2;2;4;1;3;1.9;119085;8200
36;165;1;1;8;3.6;61213;7100
2;16;2;1;2;3.8;160792;6500
2;14;3;1;2;2;128629;14250
6;8;2;1;1;2.9;149684;4400
36;165;4;1;12;3.1;41225;40500
36;165;2;1;4;3.3;112214;5300
9;165;2;1;1;3.5;92844;13300
19;85;1;1;1;2.8;68629;20000
23;103;14;1;10;4.5;45505;28000
14;55;1;1;5;3.7;74449;18100
36;165;2;1;1;2.7;108163;4500
15;56;2;1;3;2.7;84778;22500
23;93;2;1;2;1.9;83548;6800
36;165;2;1;3;2.1;114272;3800
4;165;4;1;5;3.8;38216;15000
15;68;2;1;3;3.7;110796;11000
15;171;3;1;5;3.5;56519;25250
1;172;11;1;11;3;97954;3600
23;120;1;1;10;2.4;130850;12200
4;29;2;1;1;2.4;166920;3400
2;2;2;1;6;1.9;134961;6200
36;165;1;1;5;1.9;91873;4200
16;165;14;1;3;3.4;54497;10750
17;165;6;2;2;1.9;75248;9900
36;165;3;2;4;3;65475;6600
9;37;1;1;5;2.7;75670;14500
14;73;1;1;1;2;1;1800
2;2;2;1;3;1.9;106149;7800
1;192;2;1;8;2.8;103027;3900
6;8;2;1;4;3;107106;7100
25;174;5;1;3;2.6;91638;7000
10;167;2;1;3;3;116397;13500
2;16;2;1;3;3.3;100662;7900
4;29;6;1;1;1.9;82758;4000
4;117;1;1;6;3.5;127993;8700
36;165;2;1;3;1.9;68929;6400
15;192;1;1;3;4;91680;43250
36;165;2;1;2;1.9;85074;6500
10;67;2;1;3;1.9;88478;12250
14;173;1;1;1;2.9;111266;4300
15;56;2;1;2;4.6;58947;25000
10;165;1;1;11;4.3;48297;26750
19;165;1;1;8;4.1;105362;7500
15;59;2;1;2;4.1;55311;15300
1;172;11;1;4;1.9;107587;2500
10;165;1;1;2;2.1;83658;12800
4;107;2;1;5;3.2;83071;8250
2;2;2;1;8;2.7;49733;14500
2;14;4;1;3;3.4;110984;13000
23;93;2;1;2;2.6;99339;8200
10;167;2;1;3;2.2;107787;10700
3;177;1;1;3;2.8;85840;10750
25;174;5;1;10;4;52860;10900
36;165;2;1;1;3.7;96070;6000
23;93;2;1;2;3.2;82296;8300
23;103;15;1;8;3.4;59003;22500
6;32;2;1;5;2.7;97059;12500
15;68;2;1;5;4.4;101736;10100
36;165;1;1;8;3.7;74543;8000
14;81;1;1;10;2.1;83024;7500
23;97;1;1;1;2.5;31893;18800
10;78;2;1;1;4.1;93594;21000
22;95;2;1;4;1.9;66907;5600
19;170;1;1;1;4.3;82038;26000
31;165;7;1;3;2;46068;14500
15;83;1;1;1;3.5;50114;24000
19;85;1;1;2;2.1;141574;13800
4;115;1;1;1;2.9;107973;11200
10;165;1;1;5;3.3;116133;17750
22;95;2;1;1;3.1;104453;4600
4;107;2;1;3;2;80371;5400
14;73;1;1;3;3.5;133614;4000
10;173;2;1;1;2.5;98795;16200
4;165;7;1;1;1.9;57311;11250
17;70;6;1;1;3.6;114289;6600
36;165;4;1;5;3.7;93498;4000
7;154;4;1;4;5;4760;18000
7;154;3;1;4;4.7;67486;13700
7;12;2;1;4;4.3;11231;15600
7;154;3;1;1;2;43660;8500
7;129;2;1;4;3.3;30689;11600
7;12;2;1;5;2;21182;11600
7;154;3;1;4;3.4;67805;12700
7;154;3;1;2;3.7;65110;12900
7;129;2;1;5;4.6;38700;11700
7;154;3;1;4;4.1;66269;12800
7;154;4;1;3;1;34500;10300
7;143;19;1;1;4.7;15671;25500
7;138;1;1;8;3.6;38985;28000
7;127;1;1;2;4.5;29131;16700
7;154;3;1;2;1;3215;11300
7;138;1;1;1;4.9;24099;29750
27;134;1;1;13;3;31222;14500
7;143;19;1;2;3;20643;23250
7;138;1;1;3;3.8;38575;26300
7;133;2;1;4;4.7;12379;10800
7;133;6;1;3;4.3;38690;9800
7;154;3;1;4;1;7200;8000
7;129;2;1;2;3.3;9461;11800
28;165;5;1;4;4;22767;12000
7;146;13;1;1;2.8;29592;19000
7;12;2;1;2;2.9;22078;14200
7;148;1;1;3;4.9;31985;31750
7;154;3;1;4;3.8;37912;15000
7;154;3;1;8;4.5;66307;13900
27;134;1;1;5;3;26177;15200
28;165;5;1;2;4;20640;12500
7;154;4;1;5;3.1;32202;17700
7;133;6;1;5;4.4;36730;10700
7;12;2;1;5;2.9;20861;13500
7;154;3;1;3;2;21629;12100
7;129;2;1;12;4.8;36334;12000
7;129;2;1;2;3.5;3696;13500
7;129;2;1;2;1;32796;5700
27;134;1;1;13;3;19109;14700
7;154;3;1;4;4.4;12241;17600
7;127;1;1;1;4.3;26035;18600
7;144;20;1;1;5;9137;19800
7;133;6;1;4;4.6;36662;10400
7;133;6;1;2;4.5;39435;9800
28;165;5;1;3;4;27526;13000
7;138;1;1;3;3;27736;25250
7;154;3;1;2;4.1;8709;18200
7;154;4;2;8;1.9;17659;12400
7;154;4;1;2;2;50074;6700
7;12;2;1;1;4.4;23074;16800
7;12;2;1;4;3.7;40720;14700
7;12;2;1;1;3.8;11227;19500
7;143;22;1;1;2.9;21484;28500
7;138;1;1;5;4.5;25349;28800
7;154;4;1;1;4.6;5669;18700
7;129;2;1;2;1;9151;5500
7;129;6;1;2;4.1;30865;12900
28;165;5;1;1;4;13427;12000
7;148;1;1;3;4.4;21062;31300
7;154;3;1;5;4.4;45376;17200
7;129;6;1;2;4.3;16579;13600
7;154;3;1;3;2;3821;12200
7;154;3;1;2;3.8;20634;19000
7;132;7;1;1;1;18444;28100
7;127;1;1;8;1;23384;8500
28;165;5;1;7;4;20001;12600
7;148;1;1;3;4.9;18522;32200
7;127;1;1;1;1;1762;8000
7;154;3;1;1;4.1;64610;14000
7;138;1;1;2;4.4;42635;27800
7;144;20;1;1;2;30956;18000
7;148;1;1;2;4.6;3739;26000
7;127;1;1;5;1;18392;13700
7;143;19;1;1;4.2;20434;29000
7;146;13;1;1;4.2;17210;20400
7;133;6;2;3;4.9;13235;17900
7;154;3;1;3;1;29428;12300
7;129;2;1;3;3.3;38254;11700
7;127;1;1;3;4.1;34960;15700
7;138;1;1;2;4.5;38388;28900
7;127;1;1;2;3.7;40222;12500
7;12;2;1;3;2;16637;9600
7;143;19;1;4;3;17076;23500
7;129;6;1;1;4;18048;12300
7;144;20;1;1;2;18448;17500
7;129;2;1;1;4.3;37351;11600
7;154;3;1;3;3;32950;11100
7;129;2;1;4;1;15678;9000
7;129;6;1;1;4.8;15277;13300
7;154;4;1;10;4;24933;16500
7;129;6;1;4;2;16327;8300
7;138;1;1;5;4.5;24442;28900
